impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-116888,A584141,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986153,LOST,Emmett,Cat,,Male,Domestic Shorthair,Unknown,5/2/19 0:00,Date Lost,PHINNEY AVE N & N 90TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986153,Image Copyright HLP Inc. 2019,,
K19-116786,A583810,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984614,LOST,Friday,Cat,,Female,Pixiebob Shorthair,Unknown,4/26/19 0:00,Date Lost,13200 158TH AVE SE,RENTON,WA,98059,KING COUNTY,47.484221,-122.13018,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984614,Image Copyright HLP Inc. 2019,,
K19-116325,A582349,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977843,In Public Home,,Dog,,Male,Jack Russell Terrier,White / Black,4/6/19 0:00,Date Found,2800 S 138TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977843,Image Copyright HLP Inc. 2019,,
K19-116438,A582730,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979409,In Public Home,,Dog,,,Labrador Retriever,Black,4/11/19 0:00,Date Found,356TH AVE,FEDERA,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979409,Image Copyright HLP Inc. 2019,,
K19-116395,A582611,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978737,LOST,Harley,Dog,,Female,American Pit Bull Terrier,Unknown,4/7/19 0:00,Date Lost,600 CLEARVIEW POINT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978737,Image Copyright HLP Inc. 2019,,
K19-116554,A583213,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981608,LOST,Coco,Dog,,Male,Shih Tzu,Unknown,4/18/19 0:00,Date Lost,TRLR 61,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981608,Image Copyright HLP Inc. 2019,,
K19-117196,A584950,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992148,LOST,Hk,Cat,,Male,Domestic Longhair,Unknown,5/7/19 0:00,Date Lost,87TH ST SW AND CUSTER ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992148,Image Copyright HLP Inc. 2019,,
K19-116390,A582601,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978684,LOST,Bella,Dog,,Female,Maltese,Unknown,4/8/19 0:00,Date Lost,29TH AVENUE S & S 144TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978684,Image Copyright HLP Inc. 2019,,
K19-116483,A582899,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980297,In Public Home,,Dog,,Female,Shih Tzu,Unknown,4/13/19 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980297,Image Copyright HLP Inc. 2019,,
K19-116349,A582411,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978199,LOST,Harley,Dog,,Female,American Pit Bull Terrier,Unknown,4/7/19 0:00,Date Lost,600 CLEARVIEW PT,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978199,Image Copyright HLP Inc. 2019,,
K19-116488,A582933,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980509,LOST,Buddy,Dog,,Male,Shih Tzu,Unknown,4/14/19 0:00,Date Lost,167TH AVE NE & NE 24TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980509,Image Copyright HLP Inc. 2019,,
K19-116770,A583785,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984446,LOST,Kj,Dog,,Male,Miniature Schnauzer,Unknown,4/27/19 0:00,Date Lost,1045 RIDGEWOOD CIRCLE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984446,Image Copyright HLP Inc. 2019,,
K19-117183,A584928,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992012,LOST,Duchess,Cat,,Female,Domestic Shorthair,Unknown,5/9/19 0:00,Date Lost,15000 119TH AVE NE,KIRKLAND,WA,98034,KIRKLAND,47.736935,-122.182829,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992012,Image Copyright HLP Inc. 2019,,
K19-116746,A583760,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984168,LOST,Max,Bird,,Male,Domestic,Unknown,4/25/19 0:00,Date Lost,15800 9TH AVE SW,BURIEN,WA,98166,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984168,Image Copyright HLP Inc. 2019,,
K19-116367,A582508,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978386,LOST,Fate,Dog,,Male,Alaskan Husky,Unknown,4/7/19 0:00,Date Lost,16500 237TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978386,Image Copyright HLP Inc. 2019,,
K19-116532,A583065,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981118,LOST,Howard,Cat,,Male,Domestic Shorthair,Unknown,4/16/19 0:00,Date Lost,NE 87TH STREET & 166TH AVENUE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981118,Image Copyright HLP Inc. 2019,,
K19-116346,A582408,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978128,LOST,,Cat,,Female,Domestic Shorthair,Unknown,4/6/19 0:00,Date Lost,213TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978128,Image Copyright HLP Inc. 2019,,
K19-116366,A582507,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978384,LOST,Poppy,Dog,,Female,Pekingese,Unknown,4/7/19 0:00,Date Lost,16400 SE 44TH PL,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978384,Image Copyright HLP Inc. 2019,,
K19-117160,A584840,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989684,In Public Home,,Dog,,Female,Shih Tzu,White / Brown,5/11/19 0:00,Date Found,9900 NE 185TH ST,BOTHELL,WA,98011,BOTHELL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989684,Image Copyright HLP Inc. 2019,,
K19-117189,A584936,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992078,LOST,Henry,Cat,,Male,Maine Coon,Unknown,5/12/19 0:00,Date Lost,31400 336TH PL SE,RAVENSDALE,WA,98051,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992078,Image Copyright HLP Inc. 2019,,
K19-116958,A584300,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987181,LOST,Sophie,Cat,,Female,Domestic Longhair,Unknown,5/4/19 0:00,Date Lost,24500 185TH PL SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987181,Image Copyright HLP Inc. 2019,,
K19-116391,A582602,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978696,LOST,Chloe,Dog,,Female,Labrador Retriever,Unknown,4/8/19 0:00,Date Lost,2ND AVENUE N & W JAMES ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978696,Image Copyright HLP Inc. 2019,,
K19-117148,A584806,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989573,LOST,Shadow,Cat,,Male,Domestic Mediumhair,Unknown,5/11/19 0:00,Date Lost,433RD PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989573,Image Copyright HLP Inc. 2019,,
K19-116598,A583377,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982446,LOST,Skippyjon,Cat,,Male,Domestic Longhair,Unknown,4/20/19 0:00,Date Lost,2000 ANACORTES AVE NE,RENTON,WA,98059,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982446,Image Copyright HLP Inc. 2019,,
K19-116440,A582733,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979431,In Public Home,,Dog,,Male,Labrador Retriever,White,4/11/19 0:00,Date Found,SW 345TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979431,Image Copyright HLP Inc. 2019,,
K19-116969,A584338,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987397,LOST,Nicholas,Cat,,Male,Domestic Longhair,Unknown,5/2/19 0:00,Date Lost,12800 76TH AVE NE,KIRKLAND,WA,98034,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987397,Image Copyright HLP Inc. 2019,,
K19-116643,A583514,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983134,LOST,Daniel/danny,Cat,,Male,Domestic Shorthair,Unknown,4/21/19 0:00,Date Lost,12400 186TH PL SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983134,Image Copyright HLP Inc. 2019,,
K19-116955,A584274,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987008,LOST,Luna,Dog,,Female,German Shepherd,Unknown,5/4/19 0:00,Date Lost,400 N 36TH ST,SEATTLE,WA,98103,SEATTLE,47.651523,-122.354253,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987008,Image Copyright HLP Inc. 2019,,
K19-117008,A584468,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987901,LOST,Mickey,Cat,,Male,Domestic Shorthair,Unknown,5/5/19 0:00,Date Lost,CRESCENT VALLEY AND LAMPI,BETWEEN,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987901,Image Copyright HLP Inc. 2019,,
K19-116863,A584059,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985875,LOST,Smokey,Dog,,Female,German Shorthaired Pointer,Unknown,4/30/19 0:00,Date Lost,8000 361ST AVE NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985875,Image Copyright HLP Inc. 2019,,
K19-116596,A583347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982292,LOST,Tabitha,Cat,,Female,Domestic Shorthair,Unknown,4/7/19 0:00,Date Lost,324TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982292,Image Copyright HLP Inc. 2019,,
K19-117186,A584931,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992043,LOST,Hugo,Cat,,Male,Maine Coon,Unknown,5/10/19 0:00,Date Lost,318TH AND VEESIE KANASKET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992043,Image Copyright HLP Inc. 2019,,
K19-116743,A583758,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984141,LOST,Michu,Cat,,Female,American Shorthair,Unknown,4/25/19 0:00,Date Lost,CARRINGTON APARTMENTS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984141,Image Copyright HLP Inc. 2019,,
K19-116894,A584156,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986324,LOST,Max,Dog,,Male,West Highland White Terrier,Unknown,5/1/19 0:00,Date Lost,20TH AND 103RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986324,Image Copyright HLP Inc. 2019,,
K19-117218,A584984,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992324,LOST,Sylvester,Cat,,Male,Domestic Mediumhair,Unknown,5/7/19 0:00,Date Lost,CHAMPAGNE PT RD & CHAMPAGNT PT LN NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992324,Image Copyright HLP Inc. 2019,,
K19-116974,A584348,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987454,In Public Home,,Cat,,Female,Domestic Mediumhair,Brown / Unknown,4/25/19 0:00,Date Found,46TH PL S AND S 288TH ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987454,Image Copyright HLP Inc. 2019,,
K19-116777,A583792,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984508,LOST,Daisy,Dog,,Female,Yorkshire Terrier,Unknown,4/12/19 0:00,Date Lost,219TH ST CT E AND 94TH AVE E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984508,Image Copyright HLP Inc. 2019,,
K19-117118,A584765,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989330,In Public Home,,Dog,,Male,Yorkshire Terrier,Brown,5/12/19 0:00,Date Found,164TH AVE NE & NE 24TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989330,Image Copyright HLP Inc. 2019,,
K19-116399,A582633,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978770,In Public Home,,Cat,,Male,Domestic Shorthair,Gray Tabby / White,4/8/19 0:00,Date Found,600 STRANDER BLVD,TUKWILA,WA,98188,TUKWILA,47.454305,-122.246562,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978770,Image Copyright HLP Inc. 2019,,
K19-117084,A584698,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988887,In Public Home,,Dog,,Female,Alaskan Husky,White,5/10/19 0:00,Date Found,10500 SE 228TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988887,Image Copyright HLP Inc. 2019,,
K19-116332,A582389,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978036,LOST,Allie,Cat,,Female,Domestic Mediumhair,Unknown,4/5/19 0:00,Date Lost,10300 3RD AVE NW,SEATTLE,WA,98177,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978036,Image Copyright HLP Inc. 2019,,
K19-116937,A584262,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986920,In Public Home,,Cat,,,Domestic Longhair,Unknown,5/5/19 0:00,Date Found,52ND AVENUE S & INTERURBAN AVENUE S,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986920,Image Copyright HLP Inc. 2019,,
K19-116358,A582464,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978276,LOST,Dog,Dog,,Female,American Pit Bull Terrier,Unknown,4/7/19 0:00,Date Lost,600 CLEARVIEW POINT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978276,Image Copyright HLP Inc. 2019,,
K19-117173,A584868,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989779,LOST,Satori,Cat,,Female,Domestic Longhair,Unknown,5/12/19 0:00,Date Lost,BELLEVUE WAY SE AND WOLVERINE WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989779,Image Copyright HLP Inc. 2019,,
K19-117054,A584620,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988573,In Public Home,,Cat,,Male,Domestic Shorthair,Black / Black,4/19/19 0:00,Date Found,2800 140TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,47.635301,-122.156037,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988573,Image Copyright HLP Inc. 2019,,
K19-116446,A582802,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979693,LOST,Patrick,Dog,,Male,Labrador Retriever,Unknown,4/12/19 0:00,Date Lost,26000 MARINE VIEW DR S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979693,Image Copyright HLP Inc. 2019,,
K19-117016,A584501,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988048,LOST,Princess,Dog,,Female,Toy Poodle,Unknown,5/6/19 0:00,Date Lost,HOME,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988048,Image Copyright HLP Inc. 2019,,
K19-116680,A583595,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983549,LOST,Raja,Cat,,Male,Domestic Longhair,Unknown,4/13/19 0:00,Date Lost,S 206TH STREET & 11TH AVENUE S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983549,Image Copyright HLP Inc. 2019,,
K19-116695,A583664,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983737,LOST,Greta,Cat,,Female,American Shorthair,Unknown,4/24/19 0:00,Date Lost,3100 168TH PL SE,BELLEVUE,WA,98008,BELLEVUE,47.581733,-122.115105,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983737,Image Copyright HLP Inc. 2019,,
K19-116660,A583530,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983257,LOST,Raja,Cat,,Male,Domestic Longhair,Unknown,4/18/19 0:00,Date Lost,20600 11TH AVE S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983257,Image Copyright HLP Inc. 2019,,
K19-117052,A584618,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988569,In Public Home,,Dog,,Female,Yorkshire Terrier,Brown / Brown,5/6/19 0:00,Date Found,CARMICHAEL RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988569,Image Copyright HLP Inc. 2019,,
